### Run 0
nvml:nvidia_geforce_gtx_970_0,rapl:ram,rapl:cores,rapl:pkg
17352,876,4965,18067
17352,792,4966,16755
17352,858,3318,15159
17352,946,3462,15529
17352,846,3225,15036
17352,875,3495,15244
17352,851,3147,15055
17352,928,3520,15606
17352,806,3206,14828
17352,914,3598,15605
17352,809,3039,15125
17352,954,3452,15266
17352,857,3174,15069
18085,883,3453,15178
18085,877,3193,15177
18085,932,3545,15483
18085,803,3229,14821
18085,912,3467,15611
18085,859,3244,15112
18085,902,3523,15427
18085,881,3182,15042
18085,902,3426,15264
18085,864,3208,15061
18085,925,6020,17851
18085,836,8748,20348
18085,925,5154,17313
18085,988,5796,17522
18085,788,5453,17435
18085,897,3317,15296
18085,886,3382,15282
18085,840,3047,14787
18085,913,3452,15413
18085,846,3026,14785
17363,918,3448,15380
17363,870,3159,15157
17363,876,3423,15297
17363,843,3107,14954
17363,875,3451,15138
17363,851,3035,15086
17363,843,3406,15053
17363,940,4212,16196
17363,896,4279,16273
17363,830,3131,14827
17363,921,3342,15489
17363,878,3240,15129
17363,885,3353,15246
17363,891,3316,15130
17363,924,3476,15366
17363,857,3257,14956
17363,893,3294,15218
17363,862,3085,14939
17363,895,3368,15217
17363,860,3171,15007
17607,894,3366,15236
17607,911,3174,15331
17607,896,3271,15162
17607,866,3170,14968
17607,899,3332,15225
17607,866,3218,14976
17607,921,3491,15621
17607,954,3460,15328
17607,869,3369,15137
17607,873,3197,15163
17607,861,3197,14943
17607,895,3341,15273
17607,860,3209,15131
17607,855,3186,14931
17607,894,3208,15164
17607,896,3201,15141
17607,891,4866,16407
17607,825,4812,17022
17607,900,3281,15151
17607,874,3190,15010
18091,893,3338,15268
18091,863,3385,15262
18091,890,3379,15143
18091,872,3266,15183
18091,850,3153,14990
18091,885,3522,15365
18091,848,3095,14877
18091,1085,5033,16909
18091,737,14662,26641
18091,1009,38532,50261
18091,983,23752,35648
18091,948,25198,37072
18091,864,25121,36936
18091,1043,23952,35801
18091,889,24590,36460
18091,962,24842,37469
18091,896,24438,36270
18091,893,25545,37370
18091,895,25156,36928
18091,1016,25571,37475
17329,975,24320,36227
17329,1094,21864,33711
17329,1028,22198,33935
17329,1043,24295,36269
17329,968,17929,29701
17329,1324,21282,34026
17329,973,22594,34369
17329,1034,24648,36575
17329,1037,23361,35197
17329,990,24796,36258
17329,1458,16446,28714
17329,1005,20370,32307
17329,1036,24500,36651
17329,984,51268,62444
17329,1036,36525,48723
17329,995,24372,36317
17329,910,24025,35877
17329,1651,20896,33535
17329,952,14711,26604
17329,914,25493,37434
17329,976,26262,37602
17329,943,26786,39080
17329,932,25953,37805
17329,1002,26377,38129
17329,924,26291,38305
17329,971,26720,38541
17329,963,26457,39070
17329,1003,26993,38117
17329,948,25972,38684
17329,1011,26673,38421
17329,926,25747,37707
17329,932,26985,38717
17329,963,26105,37946
17329,953,26570,38467
17329,959,26328,38298
17329,921,27158,38828
17329,963,25962,37891
17329,952,26210,38028
17329,1001,25877,38636
17329,957,26546,38457
17324,940,25981,37797
17324,1006,28652,40534
17324,943,25793,37591
17324,958,26440,38184
17324,973,25814,37767
17324,937,26420,38257
17324,973,26270,37986
17324,965,26725,38717
17324,982,26662,38514
17324,979,26633,39351
17324,976,26146,37919
17324,975,26691,38663
17324,943,25906,37671
17324,977,26948,38839
17324,976,26498,38295
17324,1009,27419,39205
17324,936,26570,39104
17324,975,26854,38243
17324,923,26375,38124
17324,1018,27304,39772
17318,1016,27158,39272
17318,921,26511,38431
17318,958,26449,38110
17318,1031,26829,38852
17318,981,26218,38050
17318,945,26693,38479
17318,958,27301,39097
17318,1020,27821,39844
17318,968,27000,38791
17318,972,27696,39510
17318,962,26893,38815
17318,986,27639,39526
17318,1012,27047,39729
17318,1002,27163,39156
17318,967,27348,39174
17318,1017,27169,39054
17318,952,26740,38490
17318,997,27283,39227
17318,956,26646,38402
17318,1012,28239,40208
17318,958,26914,38732
17318,958,27713,39548
17318,970,26788,38619
17318,1034,27694,40493
17318,894,26344,37998
17318,986,26825,38797
17318,973,26221,38022
17318,994,27601,39523
17318,929,26508,38295
17318,1002,27298,39190
17318,898,26600,38333
17318,1008,27456,40006
17318,998,26643,37859
17318,1048,28266,40209
17318,1018,26274,38944
17318,987,27870,39684
17318,945,26762,38355
17318,975,28398,40633
17318,968,27472,39270
17573,1075,26959,38619
17573,997,27553,40245
17573,864,27822,39182
17573,977,27361,39121
17573,1030,26935,39007
17573,963,25870,37701
17573,1026,27360,39261
17573,978,25715,38072
17573,971,27500,39655
17573,901,26030,37613
17573,986,27247,39231
17573,965,26278,37872
17573,1007,26944,39061
17573,950,26421,38254
17573,1016,27257,39838
17573,947,27093,38167
17573,1039,27686,40489
17573,997,26751,38507
17573,982,26505,38314
17573,971,25589,37659
17329,979,27272,39238
17329,948,25968,37622
17329,974,27509,39238
17329,955,26271,38025
17329,992,26375,38438
17329,941,25709,37516
17329,1019,26548,39229
17329,958,25600,37518
17329,1513,25494,37000
17329,883,25289,37616
17329,860,26637,38409
17329,880,26724,38548
17329,897,27691,39556
17329,874,27426,39266
17329,1036,27258,39081
17329,871,25815,37570
17329,894,27363,39294
17329,846,26371,38407
17329,913,27539,39991
17329,841,26347,38156
17318,869,27514,38879
17318,869,26087,38516
17318,1059,25697,37521
17318,873,25894,37676
17318,866,26762,38638
17318,897,26278,38111
17318,871,27296,39107
17318,882,26929,38809
17318,884,27252,39158
17318,1104,25071,37851
17318,860,26785,38500
17318,868,25755,37600
17318,890,27092,38958
17318,853,26079,37947
17318,892,26893,39157
17318,841,25942,37173
17318,1069,26260,38273
17318,852,25479,37266
17318,894,27354,39185
17318,880,26469,39121
17318,870,27554,38741
17318,885,25673,37942
17318,882,27095,39220
17318,1051,25439,37249
17318,919,26867,39192
17318,829,25569,36903
17318,869,26521,38425
17318,855,26100,37880
17318,928,27875,40331
17318,856,25622,36917
17318,1066,26661,38590
17318,1101,25502,37978
17318,1427,25413,37392
17318,1354,26788,38741
17318,1362,27363,39617
17318,1379,26862,38354
17318,1862,26367,38572
17318,1039,24633,36725
17318,869,26495,38283
17318,970,25783,38308
17323,853,26698,38261
17323,892,25583,37864
17323,863,26803,38633
17323,847,25951,37628
17323,857,26279,37905
17323,874,26852,39042
17323,1054,26265,38223
17323,861,25657,37162
17323,884,27420,39556
17323,847,26763,38616
17323,883,27296,39031
17323,868,27037,39620
17323,889,27550,39522
17323,1130,25990,37708
17323,1061,24700,36725
17323,836,25770,37386
17323,897,27424,39425
17323,843,26868,38687
17323,890,27373,39306
17323,880,26879,39300
17318,883,26843,38352
17318,1058,25487,37200
17318,864,26353,38138
17318,898,25578,38147
17318,843,26317,38360
17318,879,26363,38198
17318,895,27199,39012
17318,831,27432,39081
17318,1098,26015,37858
17318,884,25796,37906
17318,865,26857,38617
17318,888,26924,38907
17318,883,26468,38233
17318,851,25965,37748
17318,1342,25650,37584
17318,1374,25970,38373
17318,1376,27730,39876
17318,1338,26585,38551
17318,1847,26445,38401
17318,1190,24891,36931
17573,970,27023,38879
17573,939,26531,38641
17573,1045,26805,38994
17573,906,26505,37829
17573,985,27424,39300
17573,1009,27143,39567
17573,988,27539,39710
17573,949,27410,39005
17573,969,27936,40002
17573,986,27334,39202
17573,998,27509,39184
17573,925,27381,39388
17573,1026,27058,38871
17573,924,26439,38372
17573,1040,27541,39420
17573,913,26396,38248
17573,1013,28158,40057
17573,1019,27420,40089
17573,941,27095,39005
17573,1003,26740,38489
17562,943,27493,38842
17562,955,26767,38872
17562,1020,27864,40076
17562,979,27660,39301
17562,953,28419,40863
17562,956,26950,38414
17562,953,28376,40118
17562,995,27321,39235
17562,944,28630,40538
17562,985,27892,40480
17562,955,28216,40140
17562,968,27869,39345
17562,1032,28523,40781
17562,1018,26919,38703
17562,983,27841,39749
17562,947,26409,38112
17562,1034,27043,39585
17562,971,27061,38321
17562,983,28005,40755
17562,1006,27395,39067
17318,974,27445,38872
17318,1009,26529,38971
17318,975,26868,38750
17318,965,27023,38637
17318,997,26678,38732
17318,974,27079,38957
17318,1005,27253,39158
17318,901,26406,38204
17318,991,27625,39494
17318,991,26470,39214
17318,999,27140,39083
17318,932,26528,38225
17318,958,27516,39459
17318,951,26653,38432
17318,1010,27233,39216
17318,924,27462,39085
17318,1246,26917,39119
17318,836,26466,38034
17318,886,26732,38553
17318,854,26579,38600
17074,889,26802,39104
17074,1017,25432,37731
17074,844,26124,37730
17074,885,26503,38558
17074,843,26754,38318
17074,882,27655,39719
17074,842,26507,38112
17074,889,27215,39095
17074,1070,25769,37872
17074,887,26462,38258
17074,861,25751,37481
17074,872,27029,38939
17074,901,27278,40035
17074,857,27114,38911
17074,859,26219,38062
17074,1028,25806,37635
17074,909,25255,37108
17074,877,26722,38340
17074,874,25568,37663
17074,877,26327,38142
17074,871,25804,37969
17074,872,26080,37678
17074,841,25782,37512
17074,1123,26533,38471
17074,900,25355,38092
17074,863,26087,37918
17074,847,25636,37350
17074,873,27165,39066
17074,837,26047,37896
17074,895,27477,39307
17074,1033,24715,36527
17074,895,26326,38249
17074,840,25907,37685
17074,873,26334,38070
17074,836,26545,38418
17074,884,27407,40092
17074,865,25598,37428
17074,849,26456,38265
17074,1054,25438,37287
17074,863,26459,38361
17074,858,26208,38457
17074,858,27502,38828
17074,841,26095,37878
17074,906,27496,39454
17074,846,26039,37907
17074,1097,25617,37556
17074,877,25911,38531
17074,863,26434,37589
17074,866,25716,38301
17074,919,27368,39291
17074,1176,24902,36601
17074,1420,24499,36479
17074,1348,26649,38470
17074,1370,27070,39129
17074,1356,27181,39025
17074,1476,26945,39672
17074,1899,25817,37973
17074,1231,25136,36493
17074,940,17144,29842
19527,1172,24470,34943
29991,1259,21874,26062
29991,1425,23348,28006
41620,1302,22784,26794
